location,date,temp_max,humidity,wind_speed,wind_deg,pressure,visibility,uvi,fire_risk_score
Yountville,2017-06-14,100.8,46,17.7,36,1008,20000,8.6,1.0
American_Canyon,2017-06-16,69.2,24,13.3,290,1005,20000,3.1,0.77
Calistoga,2017-06-16,88.6,57,9.6,7,1019,10000,5.1,0.79
Napa_Airport,2017-06-16,96.2,27,7.7,93,1005,15000,6.6,1.0
St_Helena,2017-06-16,88.0,20,15.7,257,1015,15000,5.4,0.99
Yountville,2017-06-16,80.3,45,13.3,166,999,15000,4.2,0.58
American_Canyon,2017-06-23,90.2,45,7.4,167,1021,15000,6.6,0.76
Calistoga,2017-06-23,98.6,5,18.7,182,1011,5000,6.4,1.0
Napa_Airport,2017-06-23,87.5,40,7.8,125,1011,15000,6.7,0.66
St_Helena,2017-06-23,108.1,30,10.2,109,1024,20000,8.1,0.94
Yountville,2017-06-23,81.8,43,12.2,291,1037,20000,5.7,0.56
American_Canyon,2017-06-30,78.8,33,19.2,251,1002,12000,4.7,0.68
Calistoga,2017-06-30,89.8,23,13.9,88,1007,10000,5.6,0.85
Napa_Airport,2017-06-30,72.5,55,9.1,235,1009,15000,4.1,0.44
St_Helena,2017-06-30,86.5,38,24.0,313,1011,15000,5.2,0.77
Yountville,2017-06-30,86.7,13,19.9,34,1013,10000,5.9,1.0
American_Canyon,2017-07-05,85.2,22,12.6,327,1000,15000,6.3,0.97
Calistoga,2017-07-05,91.5,6,19.7,250,1015,8000,6.0,1.0
Napa_Airport,2017-07-05,75.1,36,7.9,184,1016,20000,4.8,0.59
St_Helena,2017-07-05,66.2,63,5.8,152,1011,12000,3.6,0.57
Yountville,2017-07-05,77.9,23,9.1,67,1010,10000,4.7,0.76
American_Canyon,2017-07-10,86.0,15,5.8,98,1017,10000,4.8,0.8
Calistoga,2017-07-10,75.1,58,19.4,7,1001,15000,5.2,0.59
Napa_Airport,2017-07-10,104.0,47,17.1,248,1003,20000,7.3,1.0
St_Helena,2017-07-10,85.6,51,8.5,345,1026,20000,6.2,0.77
Yountville,2017-07-10,80.1,55,13.4,332,1031,10000,5.9,0.59
American_Canyon,2017-07-13,75.9,14,21.0,233,1025,8000,4.5,1.0
Calistoga,2017-07-13,75.6,14,9.8,296,1015,5000,3.8,0.94
Napa_Airport,2017-07-13,80.2,30,10.2,44,1009,10000,4.3,0.42
St_Helena,2017-07-13,84.6,24,20.5,101,1018,15000,5.0,0.86
Yountville,2017-07-13,91.0,24,11.0,147,1016,10000,6.5,0.88
American_Canyon,2017-07-15,87.1,5,16.2,69,1016,8000,6.4,1.0
Calistoga,2017-07-15,86.0,53,9.7,178,1003,15000,5.2,0.75
Napa_Airport,2017-07-15,61.0,42,14.0,166,1017,10000,3.5,0.41
St_Helena,2017-07-15,91.1,32,17.9,324,1008,12000,5.8,0.76
Yountville,2017-07-15,67.5,48,13.2,10,1025,12000,2.4,0.44
American_Canyon,2017-07-16,91.8,45,18.1,206,1033,20000,6.7,0.77
Calistoga,2017-07-16,83.3,44,14.0,90,1006,20000,5.6,0.5
Napa_Airport,2017-07-16,73.8,24,15.0,180,1018,15000,4.1,0.78
St_Helena,2017-07-16,85.0,49,15.7,96,1012,20000,6.1,0.83
Yountville,2017-07-16,93.4,32,4.8,97,1019,12000,6.4,0.62
American_Canyon,2017-07-18,60.2,53,18.9,240,1007,15000,2.3,0.61
Calistoga,2017-07-18,86.0,34,24.1,194,1023,10000,6.3,0.86
Napa_Airport,2017-07-18,100.6,45,6.9,127,1024,10000,8.4,0.99
St_Helena,2017-07-18,95.3,37,13.5,32,1019,10000,7.7,1.0
Yountville,2017-07-18,94.5,31,14.9,165,1004,15000,6.4,0.64
American_Canyon,2017-07-25,84.6,55,7.9,297,1027,20000,6.3,0.57
Calistoga,2017-07-25,85.3,21,18.6,191,1015,15000,5.9,1.0
Napa_Airport,2017-07-25,91.6,34,22.5,330,1001,12000,5.5,0.94
St_Helena,2017-07-25,84.4,39,14.6,154,1020,15000,5.2,0.56
Yountville,2017-07-25,85.7,19,19.8,285,1017,8000,4.9,1.0
American_Canyon,2017-07-27,76.1,47,20.5,330,1004,15000,4.7,0.69
Calistoga,2017-07-27,80.7,55,11.4,105,1023,15000,4.5,0.51
Napa_Airport,2017-07-27,91.9,34,15.2,23,1016,10000,7.2,0.93
St_Helena,2017-07-27,93.0,37,13.8,267,1020,12000,6.9,0.74
Yountville,2017-07-27,77.9,33,3.0,0,1019,15000,3.8,0.59
American_Canyon,2017-07-30,81.8,32,10.2,192,1001,20000,4.8,0.47
Calistoga,2017-07-30,76.3,37,9.7,195,1014,12000,3.7,0.56
Napa_Airport,2017-07-30,90.1,31,6.1,220,997,12000,5.4,0.61
St_Helena,2017-07-30,73.8,42,3.8,91,1014,10000,4.9,0.44
Yountville,2017-07-30,75.1,27,10.5,195,994,10000,3.5,0.69
American_Canyon,2017-08-04,88.7,33,8.7,130,1011,12000,7.0,0.76
Calistoga,2017-08-04,85.5,53,17.8,149,1028,20000,6.6,0.91
Napa_Airport,2017-08-04,73.7,33,13.6,173,1000,12000,4.0,0.53
St_Helena,2017-08-04,102.5,29,11.2,228,1024,10000,8.3,1.0
Yountville,2017-08-04,92.3,25,9.3,303,1005,10000,7.2,0.83
American_Canyon,2017-08-06,92.5,54,14.6,213,1022,15000,6.4,0.68
Calistoga,2017-08-06,87.5,57,16.9,275,1018,15000,6.4,0.84
Napa_Airport,2017-08-06,86.0,14,20.3,301,1016,10000,6.4,1.0
St_Helena,2017-08-06,95.2,30,10.5,267,1007,15000,6.1,0.91
Yountville,2017-08-06,84.0,24,18.7,87,1012,12000,6.3,0.9
American_Canyon,2017-08-11,79.1,17,11.9,251,1001,8000,5.3,0.79
Calistoga,2017-08-11,78.5,16,7.9,292,1028,10000,4.4,0.62
Napa_Airport,2017-08-11,93.7,30,8.1,180,1008,15000,7.2,0.76
St_Helena,2017-08-11,70.7,39,10.9,248,1025,12000,4.5,0.56
Yountville,2017-08-11,86.4,48,13.9,287,1004,10000,6.8,0.8
American_Canyon,2017-08-16,95.1,13,15.2,33,1019,10000,7.6,1.0
Calistoga,2017-08-16,82.5,30,10.7,298,1024,20000,5.9,0.42
Napa_Airport,2017-08-16,69.1,29,1.5,97,1023,10000,3.6,0.67
St_Helena,2017-08-16,92.2,53,19.7,232,1015,12000,7.3,0.81
Yountville,2017-08-16,96.3,45,17.7,216,1018,10000,7.1,1.0
American_Canyon,2017-08-19,78.7,20,13.9,95,1034,10000,4.2,0.68
Calistoga,2017-08-19,99.6,24,15.3,342,1029,15000,6.8,1.0
Napa_Airport,2017-08-19,81.6,38,6.8,19,1004,20000,6.1,0.44
St_Helena,2017-08-19,89.6,25,2.4,291,1014,20000,7.1,0.84
Yountville,2017-08-19,83.8,22,15.9,25,1010,20000,6.4,0.83
American_Canyon,2017-08-24,88.8,24,12.9,247,1013,20000,5.5,0.86
Calistoga,2017-08-24,93.0,49,11.3,43,1017,15000,7.4,0.61
Napa_Airport,2017-08-24,83.8,55,10.2,82,1012,10000,5.6,0.51
St_Helena,2017-08-24,96.3,18,20.6,177,1021,5000,7.3,1.0
Yountville,2017-08-24,76.6,48,14.8,199,1020,15000,5.3,0.47
American_Canyon,2017-08-29,82.8,54,6.8,76,1018,10000,5.8,0.4
Calistoga,2017-08-29,86.3,40,15.2,95,1016,10000,5.9,0.94
Napa_Airport,2017-08-29,107.7,9,13.3,52,1001,5000,7.5,1.0
St_Helena,2017-08-29,88.9,30,3.3,46,1018,15000,6.2,0.61
Yountville,2017-08-29,73.9,34,5.7,344,1016,12000,4.4,0.49
American_Canyon,2017-08-31,87.2,38,6.1,275,1007,20000,6.3,0.73
Calistoga,2017-08-31,70.2,48,22.2,148,1022,15000,4.2,0.63
Napa_Airport,2017-08-31,82.1,53,15.2,186,1018,15000,6.1,0.67
St_Helena,2017-08-31,84.6,45,8.8,252,1015,10000,6.6,0.48
Yountville,2017-08-31,96.9,22,15.4,281,1005,12000,6.6,1.0
American_Canyon,2017-09-01,102.7,51,4.0,167,1011,20000,7.9,0.91
Calistoga,2017-09-01,115.0,39,6.1,101,1016,10000,10.0,0.94
Napa_Airport,2017-09-01,82.5,39,11.6,308,1008,15000,5.7,0.6
