location,date,temp_max,humidity,wind_speed,wind_deg,pressure,visibility,uvi,fire_risk_score
Calistoga,2017-03-04,85.0,58,15.3,355,1012,12000,6.1,0.46
Napa_Airport,2017-03-04,96.5,25,14.0,289,1020,20000,7.3,0.94
St_Helena,2017-03-04,42.0,29,7.8,342,1007,10000,0.0,0.31
Yountville,2017-03-04,90.7,51,1.8,171,1017,12000,7.2,0.4
American_Canyon,2017-03-06,62.2,78,5.7,304,1023,10000,2.7,0.22
Calistoga,2017-03-06,72.2,66,10.6,304,1020,10000,3.9,0.19
Napa_Airport,2017-03-06,98.3,44,8.2,339,1020,20000,7.1,0.69
St_Helena,2017-03-06,71.5,86,0.0,37,1026,12000,3.5,0.21
Yountville,2017-03-06,62.9,78,2.9,347,998,12000,2.2,0.13
American_Canyon,2017-03-07,70.4,62,16.9,172,1003,10000,3.6,0.26
Calistoga,2017-03-07,60.8,40,0.0,10,1015,10000,1.7,0.13
Napa_Airport,2017-03-07,75.9,92,4.9,306,1021,12000,4.8,0.22
St_Helena,2017-03-07,80.3,66,7.9,219,1008,10000,5.2,0.18
Yountville,2017-03-07,69.1,22,11.8,37,1013,10000,4.6,0.41
American_Canyon,2017-03-09,102.4,62,6.9,165,1016,12000,7.8,0.72
Calistoga,2017-03-09,58.3,80,0.0,98,1001,15000,1.8,0.24
Napa_Airport,2017-03-09,49.6,60,6.8,279,1027,20000,0.3,0.13
St_Helena,2017-03-09,70.6,75,9.9,27,1020,12000,4.3,0.22
Yountville,2017-03-09,73.4,57,8.9,260,1021,12000,4.6,0.11
American_Canyon,2017-03-12,64.9,64,5.6,101,1005,20000,2.3,0.21
Calistoga,2017-03-12,48.3,69,10.7,1,1018,10000,1.9,0.13
Napa_Airport,2017-03-12,51.1,52,9.4,30,1003,12000,0.7,0.18
St_Helena,2017-03-12,71.2,39,8.6,268,997,15000,3.9,0.22
Yountville,2017-03-12,61.6,54,0.2,251,1019,12000,3.1,0.26
American_Canyon,2017-03-13,71.7,37,4.8,250,1019,15000,4.1,0.12
Calistoga,2017-03-13,63.0,44,6.6,253,1012,20000,2.6,0.27
Napa_Airport,2017-03-13,56.1,75,18.3,309,1015,10000,2.3,0.36
St_Helena,2017-03-13,77.7,55,2.8,282,1006,15000,3.8,0.2
Yountville,2017-03-13,99.7,60,1.5,249,1017,12000,6.8,0.76
American_Canyon,2017-03-15,89.3,91,11.5,39,1005,20000,5.9,0.4
Calistoga,2017-03-15,88.7,72,13.7,83,1012,10000,6.6,0.38
Napa_Airport,2017-03-15,71.2,78,18.0,153,1022,15000,3.0,0.37
St_Helena,2017-03-15,73.6,48,6.3,315,1018,10000,4.7,0.29
Yountville,2017-03-15,53.1,76,15.4,138,1014,15000,1.6,0.33
American_Canyon,2017-03-18,72.5,88,10.4,20,1002,20000,4.3,0.3
Calistoga,2017-03-18,92.8,47,0.0,293,1011,15000,7.3,0.38
Napa_Airport,2017-03-18,78.1,57,2.0,354,1019,15000,5.2,0.16
St_Helena,2017-03-18,64.5,81,15.3,71,1022,15000,2.4,0.34
Yountville,2017-03-18,69.8,50,9.7,281,993,12000,4.7,0.24
American_Canyon,2017-03-19,69.8,64,4.0,9,1018,15000,3.5,0.11
Calistoga,2017-03-19,58.1,93,13.7,40,1013,10000,3.0,0.23
Napa_Airport,2017-03-19,59.1,31,5.5,351,1001,10000,1.9,0.12
St_Helena,2017-03-19,72.8,83,6.3,126,1011,20000,3.3,0.24
Yountville,2017-03-19,89.7,69,9.5,168,1019,12000,5.6,0.45
American_Canyon,2017-03-24,38.2,86,12.7,41,1010,15000,0.5,0.2
Calistoga,2017-03-24,66.2,62,5.8,125,1001,10000,3.7,0.24
Napa_Airport,2017-03-24,86.8,95,12.5,204,1026,20000,5.2,0.49
St_Helena,2017-03-24,52.6,78,6.1,41,1024,10000,1.3,0.29
Yountville,2017-03-24,80.5,53,8.4,312,1021,20000,5.4,0.15
American_Canyon,2017-03-25,59.0,51,14.6,334,1014,20000,2.2,0.26
Calistoga,2017-03-25,51.7,70,6.3,330,1011,10000,1.0,0.12
Napa_Airport,2017-03-25,65.2,61,17.6,21,1011,15000,3.1,0.41
St_Helena,2017-03-25,72.6,60,11.0,235,1017,12000,4.1,0.13
Yountville,2017-03-25,82.6,72,3.6,272,1023,20000,6.1,0.18
American_Canyon,2017-03-27,87.3,61,13.8,332,1011,20000,6.6,0.46
Calistoga,2017-03-27,86.7,78,0.0,315,1017,20000,5.6,0.48
Napa_Airport,2017-03-27,59.8,66,12.8,358,1008,10000,1.9,0.29
St_Helena,2017-03-27,97.0,78,8.4,344,1002,12000,7.4,0.73
Yountville,2017-03-27,94.6,95,6.1,352,1019,12000,7.8,0.3
American_Canyon,2017-03-30,61.1,75,1.8,292,1035,12000,3.6,0.29
Calistoga,2017-03-30,69.8,49,0.5,268,1009,20000,3.1,0.21
Napa_Airport,2017-03-30,83.8,50,17.1,23,1007,15000,5.8,0.39
St_Helena,2017-03-30,77.9,87,6.1,138,1020,15000,5.6,0.29
Yountville,2017-03-30,97.1,89,10.1,28,1006,15000,7.7,0.65
American_Canyon,2017-03-31,75.5,63,8.8,218,1019,15000,4.9,0.15
Calistoga,2017-03-31,83.6,77,15.4,324,1019,15000,6.4,0.29
Napa_Airport,2017-03-31,65.2,48,5.0,357,999,15000,2.6,0.16
St_Helena,2017-03-31,85.5,75,10.8,133,1017,20000,6.1,0.45
Yountville,2017-03-31,40.3,93,2.3,185,1021,12000,0.4,0.11
American_Canyon,2017-04-07,52.0,57,0.0,157,1008,20000,1.8,0.25
Calistoga,2017-04-07,81.5,75,3.8,27,1016,15000,5.7,0.11
Napa_Airport,2017-04-07,92.5,86,10.9,0,1017,20000,6.1,0.42
St_Helena,2017-04-07,47.1,90,10.9,65,1003,10000,1.8,0.26
Yountville,2017-04-07,63.3,31,6.5,219,1006,20000,3.2,0.18
American_Canyon,2017-04-08,52.1,71,8.0,9,1027,10000,1.4,0.14
Calistoga,2017-04-08,63.7,78,0.6,216,1004,10000,2.7,0.24
Napa_Airport,2017-04-08,81.8,70,0.0,41,1013,12000,4.4,0.22
St_Helena,2017-04-08,72.4,23,7.7,55,1007,20000,4.6,0.5
Yountville,2017-04-08,78.2,95,4.6,9,1020,20000,5.3,0.29
American_Canyon,2017-04-09,81.4,83,13.6,78,1008,15000,4.6,0.22
Calistoga,2017-04-09,56.8,71,1.8,13,1009,15000,2.2,0.26
Napa_Airport,2017-04-09,57.9,68,6.1,215,1018,10000,2.7,0.27
St_Helena,2017-04-09,66.7,84,5.8,287,1023,15000,3.7,0.22
Yountville,2017-04-09,58.6,37,9.4,300,1024,12000,2.3,0.28
American_Canyon,2017-04-16,65.4,62,13.1,268,1024,12000,3.0,0.22
Calistoga,2017-04-16,76.1,59,12.0,29,1012,12000,5.5,0.29
Napa_Airport,2017-04-16,65.8,73,5.1,328,1013,12000,4.0,0.17
St_Helena,2017-04-16,58.4,73,3.6,306,1017,15000,1.7,0.15
Yountville,2017-04-16,85.2,51,11.7,224,1003,10000,6.1,0.38
American_Canyon,2017-04-23,95.1,64,6.4,67,1016,10000,6.4,0.75
Calistoga,2017-04-23,79.8,57,0.0,73,1014,20000,4.3,0.1
Napa_Airport,2017-04-23,38.4,72,6.9,308,1010,10000,0.0,0.13
St_Helena,2017-04-23,75.1,66,0.0,350,1018,15000,4.1,0.15
Yountville,2017-04-23,68.7,80,2.4,284,1015,15000,4.5,0.27
American_Canyon,2017-04-26,80.0,91,4.2,213,1013,20000,4.7,0.23
Calistoga,2017-04-26,82.3,91,4.9,43,998,20000,5.5,0.26
Napa_Airport,2017-04-26,73.6,70,9.1,301,1002,10000,4.3,0.25
St_Helena,2017-04-26,95.0,18,0.0,177,1014,8000,6.6,0.53
Yountville,2017-04-26,78.0,56,4.5,41,1014,20000,4.9,0.12
American_Canyon,2017-04-28,63.4,68,10.2,89,1020,15000,3.8,0.28
Calistoga,2017-04-28,51.9,66,8.4,299,1019,15000,1.5,0.2
Napa_Airport,2017-04-28,80.5,48,2.4,225,1017,12000,4.9,0.25
St_Helena,2017-04-28,57.0,64,14.0,256,1025,12000,1.9,0.1
Yountville,2017-04-28,80.9,60,4.3,106,1023,15000,5.5,0.27
American_Canyon,2017-04-29,79.4,63,5.2,124,1024,10000,4.2,0.19
Calistoga,2017-04-29,76.7,39,9.7,295,1021,20000,5.5,0.17
Napa_Airport,2017-04-29,57.7,65,8.1,331,1005,15000,2.3,0.2
St_Helena,2017-04-29,55.2,24,8.3,146,1014,10000,2.7,0.34
Yountville,2017-04-29,77.2,45,10.9,36,1012,15000,5.1,0.12
American_Canyon,2017-05-04,80.9,83,13.3,88,1002,10000,5.6,0.21
Calistoga,2017-05-04,74.8,45,0.0,54,1011,12000,4.1,0.23
Napa_Airport,2017-05-04,59.4,73,7.8,74,999,10000,2.6,0.28
St_Helena,2017-05-04,101.1,52,3.7,350,1005,15000,7.3,0.62
Yountville,2017-05-04,60.3,49,6.0,84,1019,20000,2.8,0.19
American_Canyon,2017-05-06,58.8,37,9.6,23,1021,10000,3.3,0.14
Calistoga,2017-05-06,60.3,93,10.1,193,1008,20000,2.2,0.17
Napa_Airport,2017-05-06,82.1,67,9.3,36,1004,12000,5.3,0.26
St_Helena,2017-05-06,76.8,71,7.5,7,1017,12000,3.6,0.29
Yountville,2017-05-06,80.4,95,2.2,197,1032,15000,5.4,0.11
American_Canyon,2017-05-09,76.0,28,11.8,53,1014,10000,5.0,0.41
Calistoga,2017-05-09,64.6,72,8.9,278,1015,15000,2.3,0.21
Napa_Airport,2017-05-09,98.7,80,21.2,357,1025,12000,7.5,0.85
St_Helena,2017-05-09,73.9,65,2.2,56,1025,10000,3.6,0.22
Yountville,2017-05-09,102.3,6,11.1,113,1009,8000,7.0,1.0
American_Canyon,2017-05-12,74.3,87,9.3,302,1003,15000,4.9,0.3
Calistoga,2017-05-12,55.0,74,18.0,167,1016,15000,1.3,0.39
Napa_Airport,2017-05-12,62.2,53,0.0,44,1031,20000,3.0,0.24
St_Helena,2017-05-12,83.5,56,10.7,190,1011,15000,6.1,0.22
Yountville,2017-05-12,80.5,95,0.0,344,1018,12000,4.7,0.13
American_Canyon,2017-05-17,66.1,91,9.8,86,1010,10000,2.9,0.23
Calistoga,2017-05-17,50.3,74,3.1,39,1028,15000,1.7,0.28
Napa_Airport,2017-05-17,58.7,54,9.7,49,1022,10000,3.0,0.12
St_Helena,2017-05-17,69.0,23,12.4,50,998,15000,3.6,0.39
Yountville,2017-05-17,74.0,81,4.7,224,1006,12000,3.8,0.18
American_Canyon,2017-05-22,59.0,59,5.9,227,1011,15000,2.8,0.21
Calistoga,2017-05-22,77.3,43,0.0,326,1019,12000,5.2,0.22
Napa_Airport,2017-05-22,89.9,68,10.4,46,1015,12000,6.4,0.36
St_Helena,2017-05-22,63.4,95,0.0,301,1023,15000,3.3,0.11
Yountville,2017-05-22,85.8,60,15.3,19,1018,10000,6.4,0.63
American_Canyon,2017-05-29,66.2,56,17.1,332,1020,20000,3.1,0.28
Calistoga,2017-05-29,71.8,95,1.4,149,1019,20000,3.3,0.25
Napa_Airport,2017-05-29,30.0,43,10.2,336,1018,10000,0.0,0.27
St_Helena,2017-05-29,80.7,64,1.7,88,1009,20000,5.1,0.17
Yountville,2017-05-29,57.8,65,4.7,200,1014,10000,2.4,0.2
American_Canyon,2017-06-05,92.0,16,10.8,353,1016,10000,6.4,0.85
Calistoga,2017-06-05,75.2,27,7.5,45,1012,12000,5.2,0.64
Napa_Airport,2017-06-05,75.6,20,0.8,314,1020,12000,4.4,0.77
St_Helena,2017-06-05,84.5,25,5.0,244,1028,20000,4.9,0.68
Yountville,2017-06-05,100.2,30,9.5,92,1012,15000,7.5,0.92
American_Canyon,2017-06-06,79.1,5,15.1,49,1014,5000,3.9,1.0
Calistoga,2017-06-06,85.3,11,15.7,175,1014,10000,6.4,1.0
Napa_Airport,2017-06-06,65.6,40,5.9,74,1015,10000,3.4,0.58
St_Helena,2017-06-06,67.8,36,4.7,154,1010,10000,3.6,0.55
Yountville,2017-06-06,69.2,39,12.7,253,1009,10000,4.1,0.49
American_Canyon,2017-06-11,82.7,19,0.0,129,1018,8000,4.6,0.7
Calistoga,2017-06-11,87.1,55,8.2,230,1035,15000,5.8,0.65
Napa_Airport,2017-06-11,97.2,19,12.6,323,1007,8000,7.2,1.0
St_Helena,2017-06-11,81.9,41,13.9,349,1023,15000,5.8,0.43
Yountville,2017-06-11,71.7,52,17.2,11,1023,20000,3.9,0.66
American_Canyon,2017-06-18,87.4,46,11.4,103,1017,20000,6.2,0.73
Calistoga,2017-06-18,82.8,38,5.9,141,1005,20000,4.4,0.54
Napa_Airport,2017-06-18,93.0,49,24.2,62,1018,20000,7.1,0.76
St_Helena,2017-06-18,99.5,30,13.2,91,1015,15000,7.8,1.0
Yountville,2017-06-18,93.8,7,9.4,301,1006,10000,7.3,1.0
American_Canyon,2017-06-21,81.3,25,11.2,105,1021,15000,5.2,0.75
Calistoga,2017-06-21,80.7,23,16.7,34,1014,10000,5.9,0.91
Napa_Airport,2017-06-21,78.2,31,15.7,326,1016,15000,3.8,0.64
St_Helena,2017-06-21,94.7,51,14.0,52,1012,10000,6.5,0.78
Yountville,2017-06-21,84.7,5,19.3,327,1019,10000,4.9,1.0
American_Canyon,2017-06-28,102.7,41,9.6,119,1011,15000,8.1,1.0
Calistoga,2017-06-28,97.8,19,14.4,298,1011,8000,7.8,1.0
Napa_Airport,2017-06-28,70.2,13,9.6,238,1021,8000,3.6,0.94
St_Helena,2017-06-28,83.2,39,3.5,338,996,12000,5.0,0.52
Yountville,2017-06-28,82.8,20,5.6,139,1010,20000,4.7,0.74
American_Canyon,2017-06-30,94.6,30,9.2,359,1012,12000,6.1,0.62
Calistoga,2017-06-30,94.8,23,6.5,223,1004,10000,6.7,0.83
Napa_Airport,2017-06-30,103.4,45,12.2,359,1015,15000,8.8,0.97
St_Helena,2017-06-30,80.7,48,3.7,74,1000,10000,5.6,0.55
Yountville,2017-06-30,74.7,37,9.3,179,1001,10000,3.5,0.49
American_Canyon,2017-07-02,74.9,43,12.5,167,1012,20000,5.2,0.46
Calistoga,2017-07-02,96.4,61,16.4,70,1000,20000,7.9,1.0
Napa_Airport,2017-07-02,90.4,51,11.9,241,1003,12000,6.1,0.62
St_Helena,2017-07-02,98.1,22,8.7,258,1032,20000,7.6,1.0
Yountville,2017-07-02,85.3,37,13.5,21,1017,15000,5.6,0.62
American_Canyon,2017-07-04,85.6,50,26.5,148,1022,12000,4.7,0.96
Calistoga,2017-07-04,79.8,16,8.7,242,998,8000,4.6,0.77
Napa_Airport,2017-07-04,96.2,43,11.8,314,1015,12000,7.5,0.92
St_Helena,2017-07-04,83.8,46,15.0,167,1008,10000,6.1,0.67
Yountville,2017-07-04,82.4,39,17.0,64,1002,12000,4.7,0.61
American_Canyon,2017-07-07,86.4,17,14.9,63,1016,10000,5.4,1.0
Calistoga,2017-07-07,98.9,38,9.6,130,1017,20000,8.2,1.0
Napa_Airport,2017-07-07,72.3,33,13.5,266,1007,10000,4.3,0.4
St_Helena,2017-07-07,85.3,32,19.5,60,1012,10000,6.0,0.78
Yountville,2017-07-07,96.7,56,22.2,173,1001,10000,7.3,1.0
American_Canyon,2017-07-12,99.6,36,17.5,203,1022,20000,8.3,1.0
Calistoga,2017-07-12,96.6,39,20.6,0,1014,12000,7.7,1.0
Napa_Airport,2017-07-12,77.9,37,9.7,37,1006,20000,4.2,0.41
St_Helena,2017-07-12,85.6,50,8.0,127,1008,20000,5.2,0.64
Yountville,2017-07-12,78.7,41,18.1,354,1002,15000,4.2,0.59
American_Canyon,2017-07-14,71.4,41,6.3,37,1018,12000,3.5,0.45
Calistoga,2017-07-14,99.7,20,19.0,295,1013,20000,7.1,1.0
Napa_Airport,2017-07-14,77.0,15,15.6,63,1029,5000,3.9,0.78
St_Helena,2017-07-14,97.9,9,9.3,221,1016,5000,6.5,1.0
Yountville,2017-07-14,89.3,34,16.8,193,1016,12000,6.0,0.84
American_Canyon,2017-07-16,89.6,46,16.1,279,1016,15000,5.5,0.81
Calistoga,2017-07-16,76.3,43,9.2,254,1010,12000,5.4,0.6
Napa_Airport,2017-07-16,85.3,15,12.6,321,1017,10000,5.3,0.99
St_Helena,2017-07-16,87.2,38,12.8,254,1022,12000,5.9,0.76
Yountville,2017-07-16,81.8,54,4.4,149,1002,10000,5.1,0.5
American_Canyon,2017-07-19,97.6,49,5.6,141,1008,20000,7.7,0.91
Calistoga,2017-07-19,92.0,66,5.8,226,1014,15000,6.0,0.79
Napa_Airport,2017-07-19,95.5,41,17.8,241,1006,12000,7.9,1.0
St_Helena,2017-07-19,96.6,29,14.3,349,1011,15000,7.7,1.0
Yountville,2017-07-19,87.3,45,5.3,74,1029,20000,4.9,0.79
American_Canyon,2017-07-26,98.1,40,13.4,186,1011,12000,6.8,0.93
Calistoga,2017-07-26,89.5,50,0.4,322,1021,20000,6.7,0.63
Napa_Airport,2017-07-26,95.2,12,21.5,317,1014,10000,7.1,1.0
St_Helena,2017-07-26,92.9,22,8.6,212,1014,15000,6.1,0.89
Yountville,2017-07-26,92.3,27,18.1,269,1010,12000,6.8,1.0
American_Canyon,2017-07-28,83.6,34,8.2,132,1006,12000,5.6,0.44
Calistoga,2017-07-28,84.7,36,12.2,162,1022,20000,6.4,0.55
Napa_Airport,2017-07-28,83.4,57,10.2,287,1019,15000,5.7,0.5
St_Helena,2017-07-28,79.5,49,10.8,258,1006,10000,4.0,0.55
Yountville,2017-07-28,94.9,19,11.4,299,1016,5000,6.6,0.85
American_Canyon,2017-07-31,91.2,34,12.7,232,1014,20000,5.5,0.79
Calistoga,2017-07-31,98.9,35,5.3,169,996,20000,6.7,1.0
Napa_Airport,2017-07-31,92.9,37,9.5,191,1012,20000,5.8,0.78
St_Helena,2017-07-31,104.6,40,9.6,346,1015,15000,7.2,0.99
Yountville,2017-07-31,81.2,49,8.7,273,1015,12000,5.1,0.55
American_Canyon,2017-08-02,76.9,40,7.7,147,1011,15000,5.6,0.48
Calistoga,2017-08-02,77.6,19,7.3,251,1005,8000,4.4,0.61
Napa_Airport,2017-08-02,88.9,55,17.3,337,1019,10000,6.5,0.79
St_Helena,2017-08-02,80.7,33,10.8,31,1019,12000,5.6,0.43
Yountville,2017-08-02,96.5,20,8.8,4,1019,15000,7.1,1.0
American_Canyon,2017-08-07,73.0,34,3.5,8,1018,20000,3.4,0.52
Calistoga,2017-08-07,95.0,27,16.8,16,1010,12000,7.1,1.0
Napa_Airport,2017-08-07,85.3,62,20.4,152,1007,12000,6.1,0.76
St_Helena,2017-08-07,84.7,45,13.9,352,1000,20000,6.6,0.59
Yountville,2017-08-07,105.0,50,5.5,324,1001,12000,8.1,1.0
American_Canyon,2017-08-09,95.6,12,11.4,148,1016,5000,6.7,1.0
Calistoga,2017-08-09,98.0,32,7.4,52,1017,12000,7.3,1.0
Napa_Airport,2017-08-09,82.4,30,9.2,187,1015,12000,6.2,0.6
St_Helena,2017-08-09,91.5,36,5.7,326,1023,20000,7.2,0.69
Yountville,2017-08-09,86.3,43,16.5,139,1014,15000,5.4,0.79
American_Canyon,2017-08-11,84.6,44,19.0,134,1005,15000,5.0,0.63
Calistoga,2017-08-11,86.2,55,13.4,157,1024,15000,6.4,0.8
Napa_Airport,2017-08-11,90.1,45,10.3,214,1003,15000,5.7,0.67
